feature_id,rdf_seealso,bag_id,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,"vbo_
oppervlakte","vbo_
status","vbo_
gebruiksdoel","vbo_
bouwjaar",oppervlakte_sum,area_share,el_kwh,gas_m3,gas_kwh,co2_kg,tot_kwh,EUI_kwh_m2,EUI_el_m2,EUI_gas_m2,dak_opp_m2,dak_opp_geschikt_m2,pv_panels_pot,pv_kwh_pot,pv_co2_ton_saving,pv_kwh_used,pv_coverage_el,el_kwh_net_pv,tot_kwh_net_pv,EUI_base_kwh_m2,EUI_net_pv_kwh_m2,co2_elec_base_kg,co2_saved_pv_kg,co2_total_base_kg,co2_total_after_pv_kg,co2_reduction_kg,co2_reduction_pct,EUI_net_pv_50,EUI_net_pv_100,co2_gas_kg,EUI_el_kwh_m2,EUI_gas_kwh_m2
1177775,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203391,0153100000203391,1954,Pand in gebruik,woonfunctie,58,70,2,58,Verblijfsobject in gebruik,woonfunctie,1954,128.0,0.0005134314468738844,4114.107977521329,1827.94374909247,16085.904992013737,3272.019310875521,20200.012969535066,157.8126013244927,32.141468574385385,125.67113275010732,72.0,49.0,18.0,5710.0,1.1,5710.0,1.3879071796847113,0.0,16085.904992013737,157.8126013244927,125.67113275010732,1439.9377921324651,1998.4999999999998,1439.9377921324651,-558.5622078675347,1998.4999999999998,1.3879071796847113,135.5079138244927,125.67113275010732,3272.019310875521,32.141468574385385,125.67113275010732
1194606,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222137,0153100000222137,1974,Pand in gebruik,sportfunctie,497,497,1,497,Verblijfsobject in gebruik,sportfunctie,1974,497.0,0.001993558039815004,15974.309881469533,7097.562838273105,62458.55297680332,12704.637480508858,78432.86285827286,157.81260132449268,32.14146857438538,125.67113275010729,466.0,373.0,137.0,43220.0,8.1,43220.0,2.0,0.0,62458.55297680332,157.81260132449268,125.67113275010729,5591.008458514336,15126.999999999998,5591.008458514336,-9535.991541485662,15126.999999999998,2.705594189714319,125.67113275010729,125.67113275010729,12704.637480508858,32.14146857438538,125.67113275010729
1188785,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211797,0153100000211797,1954,Pand in gebruik,woonfunctie,72,72,1,72,Verblijfsobject in gebruik,woonfunctie,1954,72.0,0.00028880518886656,2314.1857373557477,1028.2183588645144,9048.321558007727,1840.5108623674807,11362.507295363474,157.81260132449268,32.141468574385385,125.67113275010732,44.0,27.0,10.0,3090.0,0.6,3090.0,1.335242867554235,0.0,9048.321558007727,157.81260132449268,125.67113275010732,809.9650080745116,1081.5,809.9650080745116,-271.5349919254884,1081.5,1.335242867554235,136.35426799115936,125.67113275010732,1840.5108623674807,32.141468574385385,125.67113275010732
1192601,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000213063,0153100000213063,1954,Pand in gebruik,woonfunctie,72,72,1,72,Verblijfsobject in gebruik,woonfunctie,1954,72.0,0.00028880518886656,2314.1857373557477,1028.2183588645144,9048.321558007727,1840.5108623674807,11362.507295363474,157.81260132449268,32.141468574385385,125.67113275010732,44.0,25.0,9.0,2910.0,0.5,2910.0,1.2574617296384543,0.0,9048.321558007727,157.81260132449268,125.67113275010732,809.9650080745116,1018.4999999999999,809.9650080745116,-208.53499192548827,1018.4999999999999,1.2574617296384543,137.60426799115936,125.67113275010732,1840.5108623674807,32.141468574385385,125.67113275010732
1220589,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244947,0153100000244947,1954,Pand in gebruik,woonfunctie,58,60,2,60,Verblijfsobject in gebruik,woonfunctie,1954,118.0,0.0004733196150868622,3792.693291777475,1685.1356436946207,14829.193664512664,3016.3928022133714,18621.88695629014,157.8126013244927,32.141468574385385,125.67113275010732,73.0,28.0,10.0,3240.0,0.6,3240.0,0.8542741927021336,552.6932917774752,15381.88695629014,157.8126013244927,130.35497420584863,1327.4426521221162,1134.0,1327.4426521221162,193.44265212211621,1134.0,0.8542741927021336,144.08378776517065,130.35497420584863,3016.3928022133714,32.141468574385385,125.67113275010732
1232220,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266106,0153100000266106,1956,Pand in gebruik,woonfunctie,81,81,1,81,Verblijfsobject in gebruik,woonfunctie,1956,81.0,0.00032490583747488,2603.458954525216,1156.7456537225787,10179.361752758694,2070.574720163416,12782.82070728391,157.81260132449273,32.141468574385385,125.67113275010733,46.0,31.0,11.0,3600.0,0.7,3600.0,1.3827757851694342,0.0,10179.361752758694,157.81260132449273,125.67113275010733,911.2106340838255,1260.0,911.2106340838255,-348.78936591617446,1260.0,1.3827757851694344,135.5903791022705,125.67113275010733,2070.574720163416,32.141468574385385,125.67113275010733
1239445,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000274084,0153100000274084,1954,Pand in gebruik,woonfunctie,58,60,2,60,Verblijfsobject in gebruik,woonfunctie,1954,118.0,0.0004733196150868622,3792.693291777475,1685.1356436946207,14829.193664512664,3016.3928022133714,18621.88695629014,157.8126013244927,32.141468574385385,125.67113275010732,77.0,45.0,17.0,5220.0,1.0,5220.0,1.3763306437978817,0.0,14829.193664512664,157.8126013244927,125.67113275010732,1327.4426521221162,1826.9999999999998,1327.4426521221162,-499.55734787788356,1826.9999999999998,1.3763306437978817,135.6939572566961,125.67113275010732,3016.3928022133714,32.141468574385385,125.67113275010732
1243824,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272518,0153100000272518,1975,Pand in gebruik,bijeenkomstfunctie,84,84,1,84,Verblijfsobject in gebruik,bijeenkomstfunctie,1975,84.0,0.00033693938701098665,2699.8833602483724,1199.5880853419335,10556.375151009015,2147.262672762061,13256.258511257387,157.8126013244927,32.141468574385385,125.67113275010732,104.0,74.0,27.0,8580.0,1.6,8580.0,2.0,0.0,10556.375151009015,157.8126013244927,125.67113275010732,944.9591760869303,3003.0,944.9591760869303,-2058.0408239130697,3003.0,3.177915063416182,125.67113275010732,125.67113275010732,2147.262672762061,32.141468574385385,125.67113275010732
1251304,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285692,0153100000285692,1954,Pand in gebruik,woonfunctie,98,98,1,98,Verblijfsobject in gebruik,woonfunctie,1954,98.0,0.00039309595151281775,3149.8639202897675,1399.5194328989223,12315.771009510518,2505.139784889071,15465.634929800286,157.8126013244927,32.141468574385385,125.67113275010732,43.0,18.0,7.0,2070.0,0.4,2070.0,0.6571712468802694,1079.8639202897675,13395.634929800286,157.8126013244927,136.69015234490087,1102.4523721014186,724.5,1102.4523721014186,377.95237210141863,724.5,0.6571712468802694,147.2513768346968,136.69015234490087,2505.139784889071,32.141468574385385,125.67113275010732
1261643,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000475003,0153100000475003,1953,Pand in gebruik,overige gebruiksfunctie,18,18,1,18,Verblijfsobject in gebruik,overige gebruiksfunctie,1953,18.0,7.220129721664e-05,578.5464343389369,257.0545897161286,2262.0803895019317,460.1277155918702,2840.6268238408684,157.81260132449268,32.141468574385385,125.67113275010732,20.0,10.0,4.0,1160.0,0.2,1160.0,2.0,0.0,2262.0803895019317,157.81260132449268,125.67113275010732,202.4912520186279,406.0,202.4912520186279,-203.5087479813721,406.0,2.00502488849568,125.67113275010732,125.67113275010732,460.1277155918702,32.141468574385385,125.67113275010732
1206588,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232790,0153100000232790,1957,Pand in gebruik,woonfunctie,111,111,1,111,Verblijfsobject in gebruik,woonfunctie,1957,111.0,0.0004452413328359466,3567.7030117567774,1585.169969916126,13949.495735261911,2837.454246149866,17517.198747018687,157.81260132449268,32.141468574385385,125.6711327501073,84.0,14.0,5.0,5260.0,1.0,5260.0,1.4743379655387616,0.0,13949.495735261911,157.81260132449268,125.6711327501073,1248.696054114872,1840.9999999999998,1248.696054114872,-592.3039458851279,1840.9999999999998,1.4743379655387616,134.118907630799,125.6711327501073,2837.454246149866,32.141468574385385,125.6711327501073
1196589,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222224,0153100000222224,1956,Pand in gebruik,woonfunctie,98,98,1,98,Verblijfsobject in gebruik,woonfunctie,1956,98.0,0.00039309595151281775,3149.8639202897675,1399.5194328989223,12315.771009510518,2505.139784889071,15465.634929800286,157.8126013244927,32.141468574385385,125.67113275010732,43.0,20.0,7.0,2330.0,0.4,2330.0,0.7397144952806897,819.8639202897675,13135.634929800286,157.8126013244927,134.03709112041108,1102.4523721014186,815.5,1102.4523721014186,286.95237210141863,815.5,0.7397144952806897,145.9248462224519,134.03709112041108,2505.139784889071,32.141468574385385,125.67113275010732
1176855,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000201860,0153100000201860,1958,Pand in gebruik,woonfunctie,175,175,1,175,Verblijfsobject in gebruik,woonfunctie,1958,175.0,0.0007019570562728888,5624.757000517442,2499.141844462361,21992.44823126878,4473.463901587626,27617.20523178622,157.8126013244927,32.141468574385385,125.67113275010732,138.0,82.0,30.0,9530.0,1.8,9530.0,1.6942954156283196,0.0,21992.44823126878,157.8126013244927,125.67113275010732,1968.6649501811046,3335.5,1968.6649501811046,-1366.8350498188954,3335.5,1.6942954156283196,130.58402989592128,125.67113275010732,4473.463901587626,32.141468574385385,125.67113275010732
1245928,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276873,0153100000276873,1927,Pand in gebruik,woonfunctie,76,76,1,76,Verblijfsobject in gebruik,woonfunctie,1927,76.0,0.00030484992158136883,2442.751611653289,1085.341601023654,9551.006089008157,1942.7614658323407,11993.757700661445,157.8126013244927,32.14146857438538,125.67113275010733,102.0,34.0,13.0,3980.0,0.7,3980.0,1.6293101521305637,0.0,9551.006089008157,157.8126013244927,125.67113275010733,854.9630640786511,1393.0,854.9630640786511,-538.0369359213489,1393.0,1.6293101521305637,131.6283907981769,125.67113275010733,1942.7614658323407,32.14146857438538,125.67113275010733
1257454,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291230,0153100000291230,1956,Pand in gebruik,woonfunctie,98,98,1,98,Verblijfsobject in gebruik,woonfunctie,1956,98.0,0.00039309595151281775,3149.8639202897675,1399.5194328989223,12315.771009510518,2505.139784889071,15465.634929800286,157.8126013244927,32.141468574385385,125.67113275010732,43.0,28.0,10.0,3200.0,0.6,3200.0,1.0159169033897884,0.0,12315.771009510518,157.8126013244927,125.67113275010732,1102.4523721014186,1120.0,1102.4523721014186,-17.547627898581368,1120.0,1.0159169033897884,141.48607071224782,125.67113275010732,2505.139784889071,32.141468574385385,125.67113275010732
1177315,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203847,0153100000203847,1956,Pand in gebruik,woonfunctie,98,98,1,98,Verblijfsobject in gebruik,woonfunctie,1956,98.0,0.00039309595151281775,3149.8639202897675,1399.5194328989223,12315.771009510518,2505.139784889071,15465.634929800286,157.8126013244927,32.141468574385385,125.67113275010732,43.0,25.0,9.0,2920.0,0.5,2920.0,0.927024174343182,229.86392028976752,12545.634929800286,157.8126013244927,128.01668295714578,1102.4523721014186,1021.9999999999999,1102.4523721014186,80.45237210141875,1021.9999999999999,0.9270241743431819,142.91464214081924,128.01668295714578,2505.139784889071,32.141468574385385,125.67113275010732
1201149,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229636,0153100000229636,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,34.0,13.0,3940.0,0.7,3940.0,1.3929894699462542,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1379.0,989.9572320910696,-389.0427679089304,1379.0,1.3929894699462542,135.42623768812902,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1189295,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000215737,0153100000215737,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,69.0,14.0,5.0,3860.0,0.7,3860.0,1.364705419795061,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1351.0,989.9572320910696,-361.0427679089304,1351.0,1.3647054197950612,135.8807831426745,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1258297,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290382,0153100000290382,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,69.0,37.0,13.0,4240.0,0.8,4240.0,1.4990546580132278,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1484.0,989.9572320910696,-494.0427679089304,1484.0,1.4990546580132278,133.72169223358358,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1234266,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259993,0153100000259993,1982,Pand in gebruik,woonfunctie,93,93,1,93,Verblijfsobject in gebruik,woonfunctie,1982,93.0,0.00037304003561930665,2989.1565774178407,1328.1153801999978,11687.415345759982,2377.326530557996,14676.571923177824,157.81260132449273,32.141468574385385,125.67113275010733,71.0,47.0,17.0,5450.0,1.0,5450.0,1.823256781251633,0.0,11687.415345759982,157.81260132449273,125.67113275010733,1046.2048020962443,1907.4999999999998,1046.2048020962443,-861.2951979037555,1907.4999999999998,1.8232567812516327,128.51152605567552,125.67113275010733,2377.326530557996,32.141468574385385,125.67113275010733
1202980,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232222,0153100000232222,1982,Pand in gebruik,woonfunctie,93,93,1,93,Verblijfsobject in gebruik,woonfunctie,1982,93.0,0.00037304003561930665,2989.1565774178407,1328.1153801999978,11687.415345759982,2377.326530557996,14676.571923177824,157.81260132449273,32.141468574385385,125.67113275010733,67.0,25.0,10.0,5520.0,1.0,5520.0,1.8466747582585348,0.0,11687.415345759982,157.81260132449273,125.67113275010733,1046.2048020962443,1931.9999999999998,1046.2048020962443,-885.7951979037555,1931.9999999999998,1.8466747582585343,128.135181969654,125.67113275010733,2377.326530557996,32.141468574385385,125.67113275010733
1212272,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000237040,0153100000237040,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,27.0,10.0,3160.0,0.6,3160.0,1.1172199809721226,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1106.0,989.9572320910696,-116.04276790893039,1106.0,1.1172199809721226,139.8580558699472,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1260753,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293859,0153100000293859,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,70.0,51.0,19.0,5920.0,1.1,5920.0,2.0,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,2072.0,989.9572320910696,-1082.0427679089303,2072.0,2.0930197111882802,125.67113275010729,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1194157,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218874,0153100000218874,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,48.0,18.0,5620.0,1.1,5620.0,1.9869545231213066,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1966.9999999999998,989.9572320910696,-977.0427679089302,1966.9999999999998,1.9869545231213066,125.88078314267449,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1260819,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289920,0153100000289920,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,67.0,38.0,14.0,4420.0,0.8,4420.0,1.5626937708534119,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1547.0,989.9572320910696,-557.0427679089304,1547.0,1.562693770853412,132.6989649608563,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1204922,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230980,0153100000230980,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,64.0,42.0,16.0,5310.0,1.0,5310.0,1.8773538287854337,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1858.4999999999998,989.9572320910696,-868.5427679089302,1858.4999999999998,1.8773538287854337,127.64214677903811,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1200904,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227399,0153100000227399,1982,Pand in gebruik,woonfunctie,93,93,1,93,Verblijfsobject in gebruik,woonfunctie,1982,93.0,0.00037304003561930665,2989.1565774178407,1328.1153801999978,11687.415345759982,2377.326530557996,14676.571923177824,157.81260132449273,32.141468574385385,125.67113275010733,69.0,22.0,8.0,4230.0,0.8,4230.0,1.4151148962742033,0.0,11687.415345759982,157.81260132449273,125.67113275010733,1046.2048020962443,1480.5,1046.2048020962443,-434.2951979037557,1480.5,1.4151148962742033,135.07066584062176,125.67113275010733,2377.326530557996,32.141468574385385,125.67113275010733
1221896,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251365,0153100000251365,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,67.0,34.0,13.0,3980.0,0.7,3980.0,1.4071314950218505,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1393.0,989.9572320910696,-403.0427679089304,1393.0,1.4071314950218508,135.1989649608563,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1214537,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238925,0153100000238925,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,67.0,36.0,13.0,4220.0,0.8,4220.0,1.4919836454754294,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1477.0,989.9572320910696,-487.0427679089304,1477.0,1.4919836454754296,133.83532859721993,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1205815,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000228988,0153100000228988,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,65.0,25.0,9.0,2990.0,0.6,2990.0,1.0571163744008374,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1046.5,989.9572320910696,-56.54276790893039,1046.5,1.0571163744008376,140.8239649608563,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1240643,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271271,0153100000271271,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,74.0,52.0,19.0,6080.0,1.1,6080.0,2.0,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,2128.0,989.9572320910696,-1138.0427679089303,2128.0,2.1495878114906666,125.67113275010729,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1181227,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204279,0153100000204279,1982,Pand in gebruik,woonfunctie,92,92,1,92,Verblijfsobject in gebruik,woonfunctie,1982,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,67.0,49.0,18.0,5690.0,1.1,5690.0,1.9242377162643132,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1991.4999999999998,1034.9552880952094,-956.5447119047903,1991.4999999999998,1.924237716264313,126.88868828101445,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1234982,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266348,0153100000266348,1982,Pand in gebruik,woonfunctie,92,92,1,92,Verblijfsobject in gebruik,woonfunctie,1982,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,63.0,38.0,14.0,4370.0,0.8,4370.0,1.4778416203998328,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1529.5,1034.9552880952094,-494.5447119047906,1529.5,1.4778416203998328,134.0626013244927,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1217724,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241534,0153100000241534,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,69.0,30.0,11.0,5710.0,1.1,5710.0,2.0,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1998.4999999999998,989.9572320910696,-1008.5427679089302,1998.4999999999998,2.0187740795413984,125.67113275010729,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1192879,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000210575,0153100000210575,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,49.0,18.0,5700.0,1.1,5700.0,2.0,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1994.9999999999998,989.9572320910696,-1005.0427679089302,1994.9999999999998,2.0152385732724993,125.67113275010729,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1250074,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286086,0153100000286086,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,67.0,48.0,18.0,5520.0,1.0,5520.0,1.9515994604323152,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1931.9999999999998,989.9572320910696,-942.0427679089302,1931.9999999999998,1.9515994604323152,126.4489649608563,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1195730,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217839,0153100000217839,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,47.0,17.0,5460.0,1.0,5460.0,1.9303864228189207,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1910.9999999999998,989.9572320910696,-921.0427679089302,1910.9999999999998,1.9303864228189205,126.7898740517654,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1248886,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279956,0153100000279956,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,70.0,9.0,4.0,4280.0,0.8,4280.0,1.5131966830888242,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1498.0,989.9572320910696,-508.0427679089304,1498.0,1.5131966830888244,133.49441950631083,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1216734,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000247625,0153100000247625,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,70.0,31.0,12.0,4060.0,0.8,4060.0,1.4354155451730435,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1421.0,989.9572320910696,-431.0427679089304,1421.0,1.4354155451730437,134.74441950631083,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
1250159,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000280462,0153100000280462,1982,Pand in gebruik,woonfunctie,92,92,1,92,Verblijfsobject in gebruik,woonfunctie,1982,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,73.0,16.0,6.0,4090.0,0.8,4090.0,1.3831515394588825,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1431.5,1034.9552880952094,-396.5447119047906,1431.5,1.3831515394588823,135.58434045492749,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1207542,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000235632,0153100000235632,1982,Pand in gebruik,woonfunctie,88,88,1,88,Verblijfsobject in gebruik,woonfunctie,1982,88.0,0.0003529841197257955,2828.4492345459134,1256.711327501073,11059.059682009442,2249.5132762269204,13887.508916555355,157.81260132449268,32.14146857438538,125.67113275010729,68.0,33.0,12.0,3800.0,0.7,3800.0,1.3434923821816664,0.0,11059.059682009442,157.81260132449268,125.67113275010729,989.9572320910696,1330.0,989.9572320910696,-340.0427679089304,1330.0,1.3434923821816664,136.22169223358358,125.67113275010729,2249.5132762269204,32.14146857438538,125.67113275010729
