fid,feature_id,rdf_seeals,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,solar_Ener,pand_id_16,identificatie,EnergyEst
2225,1222605,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000250456,1.53E+14,1930,Pand in gebruik,woonfunctie,110,110,1,207.29,1.53E+14,NL.IMBAG.Pand.0153100000250456,207.29
2226,1176094,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203167,1.53E+14,1930,Pand in gebruik,woonfunctie,105,105,1,248.029,1.53E+14,NL.IMBAG.Pand.0153100000203167,248.029
2227,1177688,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202507,1.53E+14,1930,Pand in gebruik,woonfunctie,220,220,1,207.996,1.53E+14,NL.IMBAG.Pand.0153100000202507,207.996
2228,1218520,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248670,1.53E+14,1930,Pand in gebruik,woonfunctie,100,100,1,199.949,1.53E+14,NL.IMBAG.Pand.0153100000248670,199.949
2229,1211657,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230001,1.53E+14,1930,Pand in gebruik,woonfunctie,110,110,1,215.259,1.53E+14,NL.IMBAG.Pand.0153100000230001,215.259
2230,1219795,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246861,1.53E+14,1930,Pand in gebruik,,,,0,115.112,1.53E+14,NL.IMBAG.Pand.0153100000246861,115.112
2231,1185081,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209710,1.53E+14,1930,Pand in gebruik,,,,0,21.78,1.53E+14,NL.IMBAG.Pand.0153100000209710,21.78
2232,1239685,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000274107,1.53E+14,1930,Pand in gebruik,woonfunctie,108,108,1,215.088,1.53E+14,NL.IMBAG.Pand.0153100000274107,215.088
2233,1214971,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246110,1.53E+14,1930,Pand in gebruik,,,,0,101.579,1.53E+14,NL.IMBAG.Pand.0153100000246110,101.579
2234,1183993,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000206946,1.53E+14,1930,Pand in gebruik,woonfunctie,91,91,1,171.094,1.53E+14,NL.IMBAG.Pand.0153100000206946,171.094
2235,1181791,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207689,1.53E+14,1930,Pand in gebruik,woonfunctie,105,105,1,210.204,1.53E+14,NL.IMBAG.Pand.0153100000207689,210.204
2236,1198695,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226652,1.53E+14,1930,Pand in gebruik,woonfunctie,107,107,1,191.039,1.53E+14,NL.IMBAG.Pand.0153100000226652,191.039
2237,1232348,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000262358,1.53E+14,1930,Pand in gebruik,,,,0,77.01,1.53E+14,NL.IMBAG.Pand.0153100000262358,77.01
2238,1199011,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226672,1.53E+14,1930,Pand in gebruik,woonfunctie,96,96,1,174.417,1.53E+14,NL.IMBAG.Pand.0153100000226672,174.417
2239,1194089,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217440,1.53E+14,1985,Pand in gebruik,,,,0,75.298,1.53E+14,NL.IMBAG.Pand.0153100000217440,75.298
2240,1253909,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285297,1.53E+14,1930,Pand in gebruik,,,,0,164.097,1.53E+14,NL.IMBAG.Pand.0153100000285297,164.097
2241,1254467,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000281545,1.53E+14,1935,Pand in gebruik,,,,0,38.365,1.53E+14,NL.IMBAG.Pand.0153100000281545,38.365
2242,1262840,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000292968,1.53E+14,1930,Pand in gebruik,,,,0,25.406,1.53E+14,NL.IMBAG.Pand.0153100000292968,25.406
2243,1270468,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506991,1.53E+14,1960,Pand in gebruik,,,,0,44.414,1.53E+14,NL.IMBAG.Pand.0153100000506991,44.414
2244,1270470,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506992,1.53E+14,1960,Pand in gebruik,,,,0,22.671,1.53E+14,NL.IMBAG.Pand.0153100000506992,22.671
2245,1270512,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506993,1.53E+14,2013,Pand in gebruik,,,,0,55.122,1.53E+14,NL.IMBAG.Pand.0153100000506993,55.122
2246,10936035,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517257,1.53E+14,2021,Pand in gebruik,,,,0,20.941,1.53E+14,NL.IMBAG.Pand.0153100000517257,20.941
2247,10936113,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517258,1.53E+14,2022,Pand in gebruik,,,,0,402.775,1.53E+14,NL.IMBAG.Pand.0153100000517258,402.775
2248,10936497,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000234863,1.53E+14,1992,Pand in gebruik,woonfunctie,121,121,1,314.153,1.53E+14,NL.IMBAG.Pand.0153100000234863,314.153
2249,10936511,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000280889,1.53E+14,1930,Pand in gebruik,woonfunctie,140,140,1,311.815,1.53E+14,NL.IMBAG.Pand.0153100000280889,311.815
2250,1222142,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000253140,1.53E+14,1954,Pand in gebruik,woonfunctie,96,96,1,214.67,1.53E+14,NL.IMBAG.Pand.0153100000253140,214.67
2251,1222751,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251891,1.53E+14,1930,Pand in gebruik,woonfunctie,99,99,1,181.72,1.53E+14,NL.IMBAG.Pand.0153100000251891,181.72
2252,1184494,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205924,1.53E+14,1954,Pand in gebruik,,,,0,66.991,1.53E+14,NL.IMBAG.Pand.0153100000205924,66.991
2253,1242172,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000275248,1.53E+14,1954,Pand in gebruik,woonfunctie,79,79,1,174.474,1.53E+14,NL.IMBAG.Pand.0153100000275248,174.474
2254,1204266,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224399,1.53E+14,1959,Pand in gebruik,,,,0,42.816,1.53E+14,NL.IMBAG.Pand.0153100000224399,42.816
2255,1220611,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248831,1.53E+14,1930,Pand in gebruik,woonfunctie,110,110,1,200.839,1.53E+14,NL.IMBAG.Pand.0153100000248831,200.839
2256,1242239,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277137,1.53E+14,1930,Pand in gebruik,woonfunctie,90,90,1,174.757,1.53E+14,NL.IMBAG.Pand.0153100000277137,174.757
2257,1231011,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000258960,1.53E+14,1930,Pand in gebruik,woonfunctie,103,103,1,219.004,1.53E+14,NL.IMBAG.Pand.0153100000258960,219.004
2258,1219044,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244457,1.53E+14,1930,Pand in gebruik,,,,0,66.258,1.53E+14,NL.IMBAG.Pand.0153100000244457,66.258
2259,1207892,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238106,1.53E+14,1930,Pand in gebruik,woonfunctie,104,104,1,217.475,1.53E+14,NL.IMBAG.Pand.0153100000238106,217.475
2260,1216465,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245249,1.53E+14,1930,Pand in gebruik,woonfunctie,89,89,1,162.177,1.53E+14,NL.IMBAG.Pand.0153100000245249,162.177
2261,1217889,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243314,1.53E+14,1930,Pand in gebruik,woonfunctie,110,110,1,227.735,1.53E+14,NL.IMBAG.Pand.0153100000243314,227.735
2262,1175461,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203113,1.53E+14,1930,Pand in gebruik,woonfunctie,137,137,1,295.044,1.53E+14,NL.IMBAG.Pand.0153100000203113,295.044
2263,1179236,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203572,1.53E+14,1930,Pand in gebruik,woonfunctie,131,131,1,275.019,1.53E+14,NL.IMBAG.Pand.0153100000203572,275.019
2264,1191987,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000219623,1.53E+14,1930,Pand in gebruik,,,,0,77.478,1.53E+14,NL.IMBAG.Pand.0153100000219623,77.478
2265,1222322,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245039,1.53E+14,1930,Pand in gebruik,woonfunctie,97,97,1,175.589,1.53E+14,NL.IMBAG.Pand.0153100000245039,175.589
2266,1198737,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226655,1.53E+14,1930,Pand in gebruik,woonfunctie,94,94,1,166.758,1.53E+14,NL.IMBAG.Pand.0153100000226655,166.758
2267,1214291,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245588,1.53E+14,1930,Pand in gebruik,woonfunctie,95,95,1,167.897,1.53E+14,NL.IMBAG.Pand.0153100000245588,167.897
2268,1217684,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245834,1.53E+14,1930,Pand in gebruik,woonfunctie,105,105,1,235.874,1.53E+14,NL.IMBAG.Pand.0153100000245834,235.874
2269,1244605,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000270459,1.53E+14,1930,Pand in gebruik,woonfunctie,99,99,1,191.618,1.53E+14,NL.IMBAG.Pand.0153100000270459,191.618
2270,1250117,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000282767,1.53E+14,1930,Pand in gebruik,woonfunctie,104,104,1,213.585,1.53E+14,NL.IMBAG.Pand.0153100000282767,213.585
2271,1252017,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286233,1.53E+14,1930,Pand in gebruik,woonfunctie,90,90,1,172.137,1.53E+14,NL.IMBAG.Pand.0153100000286233,172.137
2272,1258247,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289374,1.53E+14,1954,Pand in gebruik,woonfunctie,106,106,1,227.417,1.53E+14,NL.IMBAG.Pand.0153100000289374,227.417
2273,1258306,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291843,1.53E+14,1954,Pand in gebruik,woonfunctie,115,115,1,259.735,1.53E+14,NL.IMBAG.Pand.0153100000291843,259.735
2274,1261088,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293334,1.53E+14,1930,Pand in gebruik,woonfunctie,96,96,1,148.283,1.53E+14,NL.IMBAG.Pand.0153100000293334,148.283
2275,1261229,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289950,1.53E+14,1954,Pand in gebruik,,,,0,91.213,1.53E+14,NL.IMBAG.Pand.0153100000289950,91.213
2276,1266353,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503498,1.53E+14,1930,Pand in gebruik,,,,0,77.03,1.53E+14,NL.IMBAG.Pand.0153100000503498,77.03
2277,1271510,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000511550,1.53E+14,2019,Pand in gebruik,,,,0,68.009,1.53E+14,NL.IMBAG.Pand.0153100000511550,68.009
2278,10935964,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517250,1.53E+14,2017,Pand in gebruik,,,,0,84.898,1.53E+14,NL.IMBAG.Pand.0153100000517250,84.898
2279,10935969,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517251,1.53E+14,2011,Pand in gebruik,,,,0,36.066,1.53E+14,NL.IMBAG.Pand.0153100000517251,36.066
2280,10935976,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517253,1.53E+14,2008,Pand in gebruik,,,,0,44.772,1.53E+14,NL.IMBAG.Pand.0153100000517253,44.772
2281,10935978,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517252,1.53E+14,2008,Pand in gebruik,,,,0,23.261,1.53E+14,NL.IMBAG.Pand.0153100000517252,23.261
2282,10936046,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000273144,1.53E+14,1930,Pand in gebruik,,,,0,48.879,1.53E+14,NL.IMBAG.Pand.0153100000273144,48.879
2283,10936128,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289373,1.53E+14,1954,Pand in gebruik,woonfunctie,129,129,1,279.839,1.53E+14,NL.IMBAG.Pand.0153100000289373,279.839
2284,10936154,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285027,1.53E+14,1930,Pand in gebruik,woonfunctie,103,103,1,231.556,1.53E+14,NL.IMBAG.Pand.0153100000285027,231.556
2285,1259340,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291965,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,181.754,1.53E+14,NL.IMBAG.Pand.0153100000291965,181.754
2286,1233131,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000268082,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,74,8,600.301,1.53E+14,NL.IMBAG.Pand.0153100000268082,600.301
2287,1189140,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000213861,1.53E+14,1967,Pand in gebruik,woonfunctie,139,139,1,198.346,1.53E+14,NL.IMBAG.Pand.0153100000213861,198.346
2288,1207959,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000237673,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,154.154,1.53E+14,NL.IMBAG.Pand.0153100000237673,154.154
2289,1249750,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000284184,1.53E+14,1967,Pand in gebruik,,,,0,41.409,1.53E+14,NL.IMBAG.Pand.0153100000284184,41.409
2290,1216213,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244251,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,156.314,1.53E+14,NL.IMBAG.Pand.0153100000244251,156.314
2291,1194326,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222674,1.53E+14,1967,Pand in gebruik,,,,0,32.058,1.53E+14,NL.IMBAG.Pand.0153100000222674,32.058
2292,1219586,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248281,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,144.959,1.53E+14,NL.IMBAG.Pand.0153100000248281,144.959
2293,1176781,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203258,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,143.17,1.53E+14,NL.IMBAG.Pand.0153100000203258,143.17
2294,1266272,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503484,1.53E+14,2018,Pand in gebruik,,,,0,52.065,1.53E+14,NL.IMBAG.Pand.0153100000503484,52.065
2295,1220199,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000250289,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,143.567,1.53E+14,NL.IMBAG.Pand.0153100000250289,143.567
2296,1238660,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000270781,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,177.29,1.53E+14,NL.IMBAG.Pand.0153100000270781,177.29
2297,1239205,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272629,1.53E+14,1967,Pand in gebruik,,,,0,23.302,1.53E+14,NL.IMBAG.Pand.0153100000272629,23.302
2298,1207514,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232850,1.53E+14,1967,Pand in gebruik,,,,0,23.4,1.53E+14,NL.IMBAG.Pand.0153100000232850,23.4
2299,1186773,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208548,1.53E+14,1967,Pand in gebruik,,,,0,27.365,1.53E+14,NL.IMBAG.Pand.0153100000208548,27.365
2300,1198957,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000228583,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,145.96,1.53E+14,NL.IMBAG.Pand.0153100000228583,145.96
2301,1258852,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291901,1.53E+14,1967,Pand in gebruik,,,,0,30.719,1.53E+14,NL.IMBAG.Pand.0153100000291901,30.719
2302,1190878,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217639,1.53E+14,1967,Pand in gebruik,,,,0,27.01,1.53E+14,NL.IMBAG.Pand.0153100000217639,27.01
2303,1191848,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218239,1.53E+14,1967,Pand in gebruik,,,,0,34.339,1.53E+14,NL.IMBAG.Pand.0153100000218239,34.339
2304,1249409,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000282716,1.53E+14,1967,Pand in gebruik,woonfunctie,153,153,1,219.329,1.53E+14,NL.IMBAG.Pand.0153100000282716,219.329
2305,1215117,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245634,1.53E+14,1967,Pand in gebruik,,,,0,120.29,1.53E+14,NL.IMBAG.Pand.0153100000245634,120.29
2306,1199884,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227315,1.53E+14,1967,Pand in gebruik,,,,0,23.543,1.53E+14,NL.IMBAG.Pand.0153100000227315,23.543
2307,1194133,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218819,1.53E+14,1967,Pand in gebruik,,,,0,51.354,1.53E+14,NL.IMBAG.Pand.0153100000218819,51.354
2308,1234980,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267702,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,153.573,1.53E+14,NL.IMBAG.Pand.0153100000267702,153.573
2309,1237120,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269748,1.53E+14,1967,Pand in gebruik,woonfunctie,107,107,1,279.896,1.53E+14,NL.IMBAG.Pand.0153100000269748,279.896
2310,1231630,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000261821,1.53E+14,1967,Pand in gebruik,woonfunctie,143,143,1,225.147,1.53E+14,NL.IMBAG.Pand.0153100000261821,225.147
2311,1269595,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000508054,1.53E+14,2014,Pand in gebruik,,,,0,35.173,1.53E+14,NL.IMBAG.Pand.0153100000508054,35.173
2312,1270467,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506990,1.53E+14,2008,Pand in gebruik,,,,0,104.014,1.53E+14,NL.IMBAG.Pand.0153100000506990,104.014
2313,1274367,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000508571,1.53E+14,2022,Pand in gebruik,,,,0,65.805,1.53E+14,NL.IMBAG.Pand.0153100000508571,65.805
2314,10750724,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515858,1.53E+14,2016,Pand in gebruik,,,,0,21.918,1.53E+14,NL.IMBAG.Pand.0153100000515858,21.918
2315,10750770,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515861,1.53E+14,2013,Pand in gebruik,,,,0,29.882,1.53E+14,NL.IMBAG.Pand.0153100000515861,29.882
2316,10750850,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515863,1.53E+14,2010,Pand in gebruik,,,,0,11.116,1.53E+14,NL.IMBAG.Pand.0153100000515863,11.116
2317,10750862,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515864,1.53E+14,2006,Pand in gebruik,,,,0,30.729,1.53E+14,NL.IMBAG.Pand.0153100000515864,30.729
2318,10750865,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515865,1.53E+14,2008,Pand in gebruik,,,,0,32.095,1.53E+14,NL.IMBAG.Pand.0153100000515865,32.095
2319,10750867,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515869,1.53E+14,2008,Pand in gebruik,,,,0,20.559,1.53E+14,NL.IMBAG.Pand.0153100000515869,20.559
2320,10750869,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515870,1.53E+14,2017,Pand in gebruik,,,,0,21.718,1.53E+14,NL.IMBAG.Pand.0153100000515870,21.718
2321,10750871,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515871,1.53E+14,2009,Pand in gebruik,,,,0,11.997,1.53E+14,NL.IMBAG.Pand.0153100000515871,11.997
2322,10750893,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515872,1.53E+14,2021,Pand in gebruik,,,,0,39.207,1.53E+14,NL.IMBAG.Pand.0153100000515872,39.207
2323,10808082,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000516505,1.53E+14,2011,Pand in gebruik,,,,0,220.951,1.53E+14,NL.IMBAG.Pand.0153100000516505,220.951
2324,10832404,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252542,1.53E+14,1916,Pand in gebruik,,,,0,180.942,1.53E+14,NL.IMBAG.Pand.0153100000252542,180.942
2325,10936011,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517255,1.53E+14,2018,Pand in gebruik,,,,0,66.137,1.53E+14,NL.IMBAG.Pand.0153100000517255,66.137
2326,10980061,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517562,1.53E+14,2021,Pand in gebruik,,,,0,57.759,1.53E+14,NL.IMBAG.Pand.0153100000517562,57.759
2327,10980891,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244999,1.53E+14,1982,Pand in gebruik,woonfunctie,83,83,1,249.601,1.53E+14,NL.IMBAG.Pand.0153100000244999,249.601
2328,1224139,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000249435,1.53E+14,2001,Pand in gebruik,,,,0,140.134,1.53E+14,NL.IMBAG.Pand.0153100000249435,140.134
2329,1216948,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243276,1.53E+14,1947,Pand in gebruik,,,,0,20.027,1.53E+14,NL.IMBAG.Pand.0153100000243276,20.027
2330,1235252,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269163,1.53E+14,1947,Pand in gebruik,woonfunctie,88,88,1,195.224,1.53E+14,NL.IMBAG.Pand.0153100000269163,195.224
2331,1184435,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205923,1.53E+14,1988,Pand in gebruik,,,,0,29.4,1.53E+14,NL.IMBAG.Pand.0153100000205923,29.4
2332,1222574,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252696,1.53E+14,1947,Pand in gebruik,,,,0,39.194,1.53E+14,NL.IMBAG.Pand.0153100000252696,39.194
2333,1217767,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241537,1.53E+14,1947,Pand in gebruik,woonfunctie,88,88,1,196.28,1.53E+14,NL.IMBAG.Pand.0153100000241537,196.28
2334,1230595,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000256061,1.53E+14,1990,Pand in gebruik,,,,0,34.069,1.53E+14,NL.IMBAG.Pand.0153100000256061,34.069
2335,1227089,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000260224,1.53E+14,1947,Pand in gebruik,woonfunctie,88,88,1,219.8,1.53E+14,NL.IMBAG.Pand.0153100000260224,219.8
2336,1209975,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229939,1.53E+14,2000,Pand in gebruik,,,,0,40.886,1.53E+14,NL.IMBAG.Pand.0153100000229939,40.886
2337,1185437,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208038,1.53E+14,1947,Pand in gebruik,woonfunctie,88,88,1,183.241,1.53E+14,NL.IMBAG.Pand.0153100000208038,183.241
2338,1184286,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207337,1.53E+14,1947,Pand in gebruik,woonfunctie,88,88,1,184.71,1.53E+14,NL.IMBAG.Pand.0153100000207337,184.71
